id,czech,translation,pronunciation,audio,sequence,level_id,part_id,language_id
16191,ekonom,economist,ɪkˈɑːnəmˌɪst,economist,5987,5,,1
16192,extatický,ecstatic,ɛkstˈæɾɪk,ecstatic,5988,5,,1
16193,vzdělaný,educated,ˈɛdʒuːkˌeɪɾᵻd,educated,5989,5,,1
16194,vychovatel,educator,ˈɛdʒuːkˌeɪɾɚ,educator,5990,5,,1
16195,účinně,effectively,ɪfˈɛktɪvli,effectively,5991,5,,1
16196,účinnost,effectiveness,ɪfˈɛktɪvnəs,effectiveness,5992,5,,1
16197,dechberoucí,breathtaking,bɹˈɛθteɪkɪŋ,breathtaking,5993,5,,1
16198,zvolit,elect,ᵻlˈɛkt,elect,5994,5,,1
16199,hospodárný,economical,ˌiːkənˈɑːmɪkəl,economical,5995,5,,1
16200,rozvod,divorce,dᵻvˈɔːɹs,divorce,5996,5,,1
16201,váhat,falter,fˈɔltɚ,falter,5997,5,,1
16202,dívat se,gaze,ɡˈeɪz,gaze,5998,5,,1
16203,zařízení,gear,ɡˈɪɹ,gear,5999,5,,1
16204,zobecnění,generalisation,dʒˌɛnɚɹələzˈeɪʃən,generalisation,6000,5,,1
16205,zevšeobecnit,generalise,dʒˈɛnɚɹəlˌaɪz,generalise,6001,5,,1
16206,štědrost,generosity,dʒˌɛnɚɹˈɔsᵻɾi,generosity,6002,5,,1
16207,velkoryse,generously,dʒˈɛnɚɹəsli,generously,6003,5,,1
16208,génius,genius,dʒˈiːnɪəs,genius,6004,5,,1
16209,žánr,genre,ʒˈɑːnɹə,genre,6005,5,,1
16210,jemně,gently,dʒˈɛntli,gently,6006,5,,1
16211,originální,genuine,dʒˈɛnjuːɪn,genuine,6007,5,,1
16212,skutečně,genuinely,dʒˈɛnjuːɪnli,genuinely,6008,5,,1
16213,zeměpisný,geographic,dʒˌɪəɡɹˈæfɪk,geographic,6009,5,,1
16214,zárodek,germ,dʒˈɜːm,germ,6010,5,,1
16215,útěk,getaway,ɡˈɛɾəwˌeɪ,getaway,6011,5,,1
16216,ghetto,ghetto,ɡˈɛɾoʊ,ghetto,6012,5,,1
16217,růžová,blush,blˈʌʃ,blush,6013,5,,1
16218,vyhrknout,blurt,blˈɜːt,blurt,6014,5,,1
16219,rozmazat,blur,blˈɜː,blur,6015,5,,1
16220,prozradí,giveaway,ɡˈɪvɐwˌeɪ,giveaway,6016,5,,1
16221,glacis,glacis,ɡlˈeɪsɪs,glacis,6017,5,,1
16222,okouzlující,glamourous,ɡlˈæmɜːɹəs,glamourous,6018,5,,1
16223,křiklavý,gaudy,ɡˈɔːdi,gaudy,6019,5,,1
16224,brána,gateway,ɡˈeɪtweɪ,gateway,6020,5,,1
16225,lapat po dechu,gasp,ɡˈæsp,gasp,6021,5,,1
16226,zahradník,gardener,ɡˈɑːɹdənɚ,gardener,6022,5,,1
16227,prchat,bolt,bˈoʊlt,bolt,6023,5,,1
16228,fregata,frigate,fɹˈɪɡət,frigate,6024,5,,1
16229,šroub,bolt,bˈoʊlt,bolt,6025,5,,1
16230,tučné písmo,bold,bˈoʊld,bold,6026,5,,1
16231,hranice,frontier,fɹʌntˈɪɹ,frontier,6027,5,,1
16232,jednouchý,frugal,fɹˈuːɡəl,frugal,6028,5,,1
16233,splnit,fulfil,fʊlfˈɪl,fulfil,6029,5,,1
16234,vařící,boiling,bˈɔɪlɪŋ,boiling,6030,5,,1
16235,kouř,fume,fjˈuːm,fume,6031,5,,1
16236,oslnění,glare,ɡlˈɛɹ,glare,6032,5,,1
16237,funkční,functional,fˈʌŋkʃənəl,functional,6033,5,,1
16238,základní,fundamental,fˌʌndəmˈɛntəl,fundamental,6034,5,,1
16239,funk,funk,fˈʌŋk,funk,6035,5,,1
16240,zděšený,funky,fˈʌŋki,funky,6036,5,,1
16241,zuřivý,furious,fjˈʊɹɹiəs,furious,6037,5,,1
16242,zuřivě,furiously,fjˈʊɹɹiəsli,furiously,6038,5,,1
16243,furore,furore,fjuːɹˈɔːɹi,furore,6039,5,,1
16244,veselost,gaiety,ɡˈeɪəɾi,gaiety,6040,5,,1
16245,hazardní hry,gambling,ɡˈæmblɪŋ,gambling,6041,5,,1
16246,gang,gang,ɡˈæŋ,gang,6042,5,,1
16247,gangster,gangster,ɡˈæŋstɚ,gangster,6043,5,,1
16248,funkčnost,functionality,fˌʌŋkʃənˈælᵻɾi,functionality,6044,5,,1
16249,záblesk,gleam,ɡlˈiːm,gleam,6045,5,,1
16250,veselí,glee,ɡlˈiː,glee,6046,5,,1
16251,globální oteplování,global warming,ɡlˈoʊbəl wˈɔːɹmɪŋ,global_warming,6047,5,,1
16252,graficky,graphically,ɡɹˈæfɪkli,graphically,6048,5,,1
16253,uchopit,grasp,ɡɹˈæsp,grasp,6049,5,,1
16254,slepě,blindly,blˈaɪndli,blindly,6050,5,,1
16255,náhrobek,gravestone,ɡɹˈeɪvstoʊn,gravestone,6051,5,,1
16256,gravitace,gravitation,ɡɹˌævɪtˈeɪʃən,gravitation,6052,5,,1
16257,velikost,greatness,ɡɹˈeɪtnəs,greatness,6053,5,,1
16258,smutek,grief,ɡɹˈiːf,grief,6054,5,,1
16259,truchlit,grieve,ɡɹˈiːv,grieve,6055,5,,1
16260,ponurý,grim,ɡɹˈɪm,grim,6056,5,,1
16261,úsměv,grin,ɡɹˈɪn,grin,6057,5,,1
16262,slepota,blindness,blˈaɪndnəs,blindness,6058,5,,1
16263,rukojeť,grip,ɡɹˈɪp,grip,6059,5,,1
16264,hrubý,gross,ɡɹˈoʊs,gross,6060,5,,1
16265,směs,blend,blˈɛnd,blend,6061,5,,1
16266,hořet,blaze,blˈeɪz,blaze,6062,5,,1
16267,rostoucí,growing,ɡɹˈoʊɪŋ,growing,6063,5,,1
16268,dospělý,grown-up,ɡɹˈoʊnˈʌp,grownup,6064,5,,1
16269,zaručit,guarantee,ɡˌæɹəntˈiː,guarantee,6065,5,,1
16270,stráž,guard,ɡˈɑːɹd,guard,6066,5,,1
16271,partyzán,guerrilla,ɡɛɹˈɪlə,guerrilla,6067,5,,1
16272,požár,blaze,blˈeɪz,blaze,6068,5,,1
16273,vybuchnout,blast,blˈæst,blast,6069,5,,1
16274,uchopit,grip,ɡɹˈɪp,grip,6070,5,,1
16275,blikat,blink,blˈɪŋk,blink,6071,5,,1
16276,obilí,grain,ɡɹˈeɪn,grain,6072,5,,1
16277,globálně,globally,ɡlˈoʊbəli,globally,6073,5,,1
16278,globální,glocal,ɡlˈoʊkəl,glocal,6074,5,,1
16279,ponurý,gloomy,ɡlˈuːmi,gloomy,6075,5,,1
16280,velebit,glorify,ɡlˈɔːɹᵻfˌaɪ,glorify,6076,5,,1
16281,záře,glow,ɡlˈoʊ,glow,6077,5,,1
16282,květ,blossom,blˈɔsəm,blossom,6078,5,,1
16283,koza,goat,ɡˈoʊt,goat,6079,5,,1
16284,Bůh,god,ɡˈɑːd,god,6080,5,,1
16285,zbožný,godly,ɡˈɑːdli,godly,6081,5,,1
16286,kvetoucí,blooming,blˈuːmɪŋ,blooming,6082,5,,1
16287,velký,grand,ɡɹˈænd,grand,6083,5,,1
16288,krvavý,bloody,blˈʌdi,bloody,6084,5,,1
16289,krevní řečiště,bloodstream,blˈʌdstɹiːm,bloodstream,6085,5,,1
16290,dobrá vůle,goodwill,ɡˈʊdwɪl,goodwill,6086,5,,1
16291,gook,gook,ɡˈʊk,gook,6087,5,,1
16292,rokle,gorge,ɡˈɔːɹdʒ,gorge,6088,5,,1
16293,klábosit,gossip,ɡˈɑːsɪp,gossip,6089,5,,1
16294,vládní,governmental,ɡˌʌvɚnmˈɛntəl,governmental,6090,5,,1
16295,půvab,gracefulness,ɡɹˈeɪsfəlnəs,gracefulness,6091,5,,1
16296,postupný,gradual,ɡɹˈædʒuːəl,gradual,6092,5,,1
16297,prokletý,bloody,blˈʌdi,bloody,6093,5,,1
16298,podivín,freak,fɹˈiːk,freak,6094,5,,1
16299,zběsile,frantically,fɹˈæntɪkli,frantically,6095,5,,1
16300,divoký,fierce,fˈɪɹs,fierce,6096,5,,1
16301,botanika,botany,bˈɑːtəni,botany,6097,5,,1
16302,bojování,fighting,fˈaɪɾɪŋ,fighting,6098,5,,1
16303,pánovitý,bossy,bˈɔsi,bossy,6099,5,,1
16304,filiální,filial,fˈɪlɪəl,filial,6100,5,,1
16305,finance,finance,fˈaɪnæns,finance,6101,5,,1
16306,finančně,financially,faɪnˈænʃəli,financially,6102,5,,1
16307,jemně,finely,fˈaɪnli,finely,6103,5,,1
16308,nehet,fingernail,fˈɪŋɡɚnˌeɪl,fingernail,6104,5,,1
16309,vyhodit zaměstnance,fire,fˈaɪɚ,fire,6105,5,,1
16310,hasiči,fire brigade,fˈaɪɚ bɹɪɡˈeɪd,fire_brigade,6106,5,,1
16311,střelná zbraň,firearm,fˈaɪɚɹɑːɹm,firearm,6107,5,,1
16312,krb,fireplace,fˈaɪɚpleɪs,fireplace,6108,5,,1
16313,pevnost,firmness,fˈɜːmnəs,firmness,6109,5,,1
16314,stánek,booth,bˈuːθ,booth,6110,5,,1
16315,první jazyk,first language,fˈɜːst lˈæŋɡwɪdʒ,first_language,6111,5,,1
16316,první osoba,first person,fˈɜːst pˈɜːsən,first_person,6112,5,,1
16317,za prvé,firstly,fˈɜːstli,firstly,6113,5,,1
16318,smyšlený,fictional,fˈɪkʃənəl,fictional,6114,5,,1
16319,vlákno,fibre,fˈaɪbɚ,fibre,6115,5,,1
16320,obtěžoval,bothered,bˈɑːðɚd,bothered,6116,5,,1
16321,obtěžující,bothersome,bˈɑːðɚsˌʌm,bothersome,6117,5,,1
16322,boxer,boxer,bˈɑːksɚ,boxer,6118,5,,1
16323,fantasticky,fantastically,fæntˈæstɪkli,fantastically,6119,5,,1
16324,fascinován,fascinated,fˈæsᵻnˌeɪɾᵻd,fascinated,6120,5,,1
16325,okouzlení,fascination,fˌæsᵻnˈeɪʃən,fascination,6121,5,,1
16326,uklonit se,bow,bˈoʊ,bow,6122,5,,1
16327,bourbon,bourbon,bˈɜːbən,bourbon,6123,5,,1
16328,fatální,fatal,fˈeɪɾəl,fatal,6124,5,,1
16329,osud,fate,fˈeɪt,fate,6125,5,,1
16330,tchán,father-in-law,fˈɑːðɚɹɪnlˈɔː,fatherinlaw,6126,5,,1
16331,vadný,faulty,fˈɔlti,faulty,6127,5,,1
16332,fiskální,fiscal,fˈɪskəl,fiscal,6128,5,,1
16333,obávat se,fear,fˈɪɹ,fear,6129,5,,1
16334,výkon,feat,fˈiːt,feat,6130,5,,1
16335,rys,feature,fˈiːtʃɚ,feature,6131,5,,1
16336,odmítnout,bounce,bˈaʊns,bounce,6132,5,,1
16337,otrávený,fed up,fˈɛd ˈʌp,fed_up,6133,5,,1
16338,federální,federal,fˈɛdɚɹəl,federal,6134,5,,1
16339,zpětná vazba,feedback,fˈiːdbæk,feedback,6135,5,,1
16340,lahvovat,bottle,bˈɑːɾəl,bottle,6136,5,,1
16341,chlapík,fellow,fˈɛloʊ,fellow,6137,5,,1
16342,samička,female,fˈiːmeɪl,female,6138,5,,1
16343,trajekt,ferryboat,fˈɛɹɪbˌoʊt,ferryboat,6139,5,,1
16344,hrůzostrašný,fearsome,fˈɪɹsʌm,fearsome,6140,5,,1
16345,podpora,boost,bˈuːst,boost,6141,5,,1
16346,způsobilý,fit,fˈɪt,fit,6142,5,,1
16347,zvýšit,boost,bˈuːst,boost,6143,5,,1
16348,s láskou,fondly,fˈɑːndli,fondly,6144,5,,1
16349,pošetile,foolishly,fˈuːlɪʃli,foolishly,6145,5,,1
16350,poznámka pod čarou,footnote,fˈʊtnoʊt,footnote,6146,5,,1
16351,platnost,force,fˈɔːɹs,force,6147,5,,1
16352,energicky,forcefully,fˈɔːɹsfəli,forcefully,6148,5,,1
16353,kostnatý,bony,bˈoʊni,bony,6149,5,,1
16354,předák,foreman,fˈɔːɹmən,foreman,6150,5,,1
16355,předvídat,foresee,fɔːɹsˈiː,foresee,6151,5,,1
16356,lesnictví,forestry,fˈɔːɹɪstɹi,forestry,6152,5,,1
16357,formace,formation,fɔːɹmˈeɪʃən,formation,6153,5,,1
16358,pošetilost,folly,fˈɑːli,folly,6154,5,,1
16359,dříve,formerly,fˈɔːɹmɚli,formerly,6155,5,,1
16360,nadcházející,forthcoming,fˈɔːɹθkʌmɪŋ,forthcoming,6156,5,,1
16361,bombardování,bombing,bˈɑːmɪŋ,bombing,6157,5,,1
16362,faul,foul,fˈaʊl,foul,6158,5,,1
16363,nalezeno,found,fˈaʊnd,found,6159,5,,1
16364,bombardér,bomber,bˈɑːmɚ,bomber,6160,5,,1
16365,bombardovat,bombard,bəmbˈɑːɹd,bombard,6161,5,,1
16366,liška,fox,fˈɑːks,fox,6162,5,,1
16367,vůně,fragrance,fɹˈeɪɡɹəns,fragrance,6163,5,,1
16368,falešně obvinit,frame,fɹˈeɪm,frame,6164,5,,1
16369,upřímně řečeno,frankly,fɹˈæŋkli,frankly,6165,5,,1
16370,podvod,fraud,fɹˈɔːd,fraud,6166,5,,1
16371,následovník,follower,fˈɑːloʊɚ,follower,6167,5,,1
16372,brožur,booklet,bˈʊklɪt,booklet,6168,5,,1
16373,opraveno,fixed,fˈɪkst,fixed,6169,5,,1
16374,plamen,flame,flˈeɪm,flame,6170,5,,1
16375,klapka,flap,flˈæp,flap,6171,5,,1
16376,posvítit,flash,flˈæʃ,flash,6172,5,,1
16377,rychle ukázat,flash,flˈæʃ,flash,6173,5,,1
16378,vada,flaw,flˈɔː,flaw,6174,5,,1
16379,bezchybný,flawless,flˈɔːləs,flawless,6175,5,,1
16380,len,flax,flˈæks,flax,6176,5,,1
16381,uprchnout,flee,flˈiː,flee,6177,5,,1
16382,knižní,bookish,bˈʊkɪʃ,bookish,6178,5,,1
16383,loďstvo,fleet,flˈiːt,fleet,6179,5,,1
16384,flexibilita,flexibility,flˌɛksəbˈɪlᵻɾi,flexibility,6180,5,,1
16385,flexibilní,flexible,flˈɛksɪbəl,flexible,6181,5,,1
16386,pružně,flexibly,flˈɛksᵻbli,flexibly,6182,5,,1
16387,převrátit,flip,flˈɪp,flip,6183,5,,1
16388,plynulost,fluency,flˈuːənsi,fluency,6184,5,,1
16389,tekutina,fluid,flˈuːɪd,fluid,6185,5,,1
16390,třepetání,flutter,flˈʌɾɚ,flutter,6186,5,,1
16391,založit,bookmark,bˈʊkmɑːɹk,bookmark,6187,5,,1
16392,záložka,bookmark,bˈʊkmɑːɹk,bookmark,6188,5,,1
16393,ohnisko,focus,fˈoʊkəs,focus,6189,5,,1
16394,maso,flesh,flˈɛʃ,flesh,6190,5,,1
16395,divize,division,dᵻvˈɪʒən,division,6191,5,,1
16396,rozdělené,divided,dᵻvˈaɪdᵻd,divided,6192,5,,1
16397,odklonit,divert,daɪvˈɜːt,divert,6193,5,,1
16398,pleť,complexion,kəmplˈɛkʃən,complexion,6194,5,,1
16399,složitost,complexity,kəmplˈɛksᵻɾi,complexity,6195,5,,1
16400,komponent,component,kəmpˈoʊnənt,component,6196,5,,1
16401,chápání,comprehension,kˌɑːmpɹihˈɛnʃən,comprehension,6197,5,,1
16402,komplexní,comprehensive,kˌɑːmpɹihˈɛnsɪv,comprehensive,6198,5,,1
16403,komprimovat,compress,kəmpɹˈɛs,compress,6199,5,,1
16404,komprese,compression,kəmpɹˈɛʃən,compression,6200,5,,1
16405,dohodnout se,compromise,kˈɑːmpɹəmˌaɪz,compromise,6201,5,,1
16406,povinný,compulsory,kəmpˈʌlsɚɹi,compulsory,6202,5,,1
16407,skrývat,conceal,kənsˈiːl,conceal,6203,5,,1
16408,připustit,concede,kənsˈiːd,concede,6204,5,,1
16409,domýšlivost,conceit,kənsˈiːt,conceit,6205,5,,1
16410,myslitelné,conceivable,kənsˈiːvəbəl,conceivable,6206,5,,1
16411,otěhotnět,conceive,kənsˈiːv,conceive,6207,5,,1
16412,početí,conception,kənsˈɛpʃən,conception,6208,5,,1
16413,týkat se,concern,kənsˈɜːn,concern,6209,5,,1
16414,týkající se,concerning,kənsˈɜːnɪŋ,concerning,6210,5,,1
16415,koncese,concession,kənsˈɛʃən,concession,6211,5,,1
16416,konkrétní,concrete,kˈɑːŋkɹiːt,concrete,6212,5,,1
16417,beton,concrete,kˈɑːŋkɹiːt,concrete,6213,5,,1
16418,dokončení,completion,kəmplˈiːʃən,completion,6214,5,,1
16419,kompilovat,compile,kəmpˈaɪl,compile,6215,5,,1
16420,kompetentní,competent,kˈɑːmpɪtənt,competent,6216,5,,1
16421,pravomoc,competence,kˈɑːmpɪtəns,competence,6217,5,,1
16422,shon,bustle,bˈʌsəl,bustle,6218,5,,1
16423,kolokace,collocation,kˌɑːloʊkˈeɪʃən,collocation,6219,5,,1
16424,dvojtečka,colon,kˈoʊlən,colon,6220,5,,1
16425,koloniální,colonial,kəlˈoʊnɪəl,colonial,6221,5,,1
16426,kóma,coma,kˈoʊmə,coma,6222,5,,1
16427,česat,comb,kˈoʊm,comb,6223,5,,1
16428,pohodlně,comfortably,kˈʌmftəbli,comfortably,6224,5,,1
16429,velitel,commander,kəmˈændɚ,commander,6225,5,,1
16430,připomínat,commemorate,kəmˈɛmɚɹˌeɪt,commemorate,6226,5,,1
16431,komentovat,comment,kˈɑːmɛnt,comment,6227,5,,1
16432,odsoudit,condemn,kəndˈɛm,condemn,6228,5,,1
16433,obchod,commerce,kˈɑːmɜːs,commerce,6229,5,,1
16434,komise,commission,kəmˈɪʃən,commission,6230,5,,1
16435,společenstvi,commonwealth,kˈɑːmənwˌɛlθ,commonwealth,6231,5,,1
16436,komunikativní,communicative,kəmjˈuːnɪkətˌɪv,communicative,6232,5,,1
16437,společenství,community,kəmjˈuːnᵻɾi,community,6233,5,,1
16438,dojíždět,commute,kəmjˈuːt,commute,6234,5,,1
16439,soucit,compassion,kəmpˈæʃən,compassion,6235,5,,1
16440,soucitný,compassionate,kəmpˈæʃənət,compassionate,6236,5,,1
16441,kompatibilní,compatible,kəmpˈæɾᵻbəl,compatible,6237,5,,1
16442,kompenzovat,compensate,kˈɑːmpənsˌeɪt,compensate,6238,5,,1
16443,kompenzace,compensation,kˌɑːmpənsˈeɪʃən,compensation,6239,5,,1
16444,reklamní šot,commercial,kəmˈɜːʃəl,commercial,6240,5,,1
16445,vést,conduct,kˈɑːndʌkt,conduct,6241,5,,1
16446,dirigent,conductor,kəndˈʌktɚ,conductor,6242,5,,1
19605,kužel,cone,kˈoʊn,cone,6243,5,,1
16447,odporovat,contradict,kˌɑːntɹədˈɪkt,contradict,6244,5,,1
16448,rozpor,contradiction,kˌɑːntɹədˈɪkʃən,contradiction,6245,5,,1
16449,rozporuplné,contradictory,kˌɑːntɹədˈɪktɚɹi,contradictory,6246,5,,1
16450,výhodně,conveniently,kənvˈiːnɪəntli,conveniently,6247,5,,1
16451,konvence,convention,kənvˈɛnʃən,convention,6248,5,,1
16452,konvenční,conventional,kənvˈɛnʃənəl,conventional,6249,5,,1
16453,naopak,conversely,kənvˈɜːsli,conversely,6250,5,,1
16454,konvertovat,convert,kənvˈɜːt,convert,6251,5,,1
16455,konverze,conversion,kənvˈɜːʒən,conversion,6252,5,,1
16456,spolupracovat,cooperate,koʊˈɑːpɚɹˌeɪt,cooperate,6253,5,,1
16457,spolupráce,cooperation,koʊˈɑːpɚɹˈeɪʃən,cooperation,6254,5,,1
16458,družstevní,cooperative,koʊˈɑːpɚɹətˌɪv,cooperative,6255,5,,1
16459,zvládnout,cope,kˈoʊp,cope,6256,5,,1
16460,měď,copper,kˈɑːpɚ,copper,6257,5,,1
16461,korál,coral,kˈɔːɹəl,coral,6258,5,,1
16462,jádro,core,kˈɔːɹ,core,6259,5,,1
16463,pohřbení,burial,bˈɛɹɪəl,burial,6260,5,,1
16464,základní kámen,cornerstone,kˈɔːɹnɚstˌoʊn,cornerstone,6261,5,,1
16465,přesvědčený,convinced,kənvˈɪnst,convinced,6262,5,,1
16466,kolektor,collector,kəlˈɛktɚ,collector,6263,5,,1
16467,obsah,content,kˈɑːntɛnt,content,6264,5,,1
16468,moderní,contemporary,kəntˈɛmpɚɹˌɛɹi,contemporary,6265,5,,1
16469,konference,conference,kˈɑːnfɹəns,conference,6266,5,,1
16470,konference,conferencing,kˈɑːnfɹənsɪŋ,conferencing,6267,5,,1
16471,vyznat se,confess,kənfˈɛs,confess,6268,5,,1
16472,zpověď,confession,kənfˈɛʃən,confession,6269,5,,1
16473,sebevědomě,confidently,kˈɑːnfɪdəntli,confidently,6270,5,,1
16474,omezit,confine,kənfˈaɪn,confine,6271,5,,1
16475,konfrontovat,confront,kənfɹˈʌnt,confront,6272,5,,1
16476,spojení,conjunction,kəndʒˈʌŋkʃən,conjunction,6273,5,,1
16477,dobytí,conquest,kˈɑːŋkwɛst,conquest,6274,5,,1
16478,svědomí,conscience,kˈɑːnʃəns,conscience,6275,5,,1
16479,opovržení,contempt,kəntˈɛmpt,contempt,6276,5,,1
16481,vědomí,consciousness,kˈɑːnʃəsnəs,consciousness,6277,5,,1
16482,souhlas,consent,kənsˈɛnt,consent,6278,5,,1
16483,značně,considerably,kənsˈɪdɚɹəbli,considerably,6279,5,,1
16484,s ohledem na,considering,kənsˈɪdɚɹɪŋ,considering,6280,5,,1
16485,konzistentní,consistent,kənsˈɪstənt,consistent,6281,5,,1
16486,útěcha,consolation,kɑːnsəlˈeɪʃən,consolation,6282,5,,1
16487,utěšit,console,kˈɑːnsoʊl,console,6283,5,,1
16488,konstantní,constant,kˈɑːnstənt,constant,6284,5,,1
16489,konzultovat,consult,kənsˈʌlt,consult,6285,5,,1
16490,poradce,consultant,kənsˈʌltənt,consultant,6286,5,,1
16491,kontaminovat,contaminate,kəntˈæmᵻnˌeɪt,contaminate,6287,5,,1
16492,konsensus,consensus,kənsˈɛnsəs,consensus,6288,5,,1
16493,kornet,cornet,kˈɔːɹnɪt,cornet,6289,5,,1
16494,rušný,bustling,bˈʌsəlɪŋ,bustling,6290,5,,1
16495,zhroutit se,collapse,kəlˈæps,collapse,6291,5,,1
16496,katastrofální,catastrophic,kˌæɾəstɹˈɑːfɪk,catastrophic,6292,5,,1
16497,chytlavý,catchy,kˈætʃi,catchy,6293,5,,1
16498,kategorizace,categorisation,kˌæɾɪɡɚɹəzˈeɪʃən,categorisation,6294,5,,1
16499,stravování,catering,kˈeɪɾɚɹɪŋ,catering,6295,5,,1
16500,katedrála,cathedral,kɐθˈiːdɹəl,cathedral,6296,5,,1
16501,příčina,cause,kˈɔːz,cause,6297,5,,1
16502,přestat,cease,sˈiːs,cease,6298,5,,1
16503,strop,ceiling,sˈiːlɪŋ,ceiling,6299,5,,1
16504,kampaň,campaign,kæmpˈeɪn,campaign,6300,5,,1
16505,sklep,cellar,sˈɛlɚ,cellar,6301,5,,1
16506,cellista,cellist,sˈɛlɪst,cellist,6302,5,,1
16507,cello,cello,tʃˈɛloʊ,cello,6303,5,,1
16508,hřbitov,cemetery,sˈɛmɪtˌɛɹi,cemetery,6304,5,,1
16509,stupně Celsia,centigrade,sˈɛntɪɡɹˌeɪd,centigrade,6305,5,,1
16510,osvědčení,certificate,sɚtˈɪfɪkət,certificate,6306,5,,1
16511,osvědčení,certification,sˌɜːɾɪfɪkˈeɪʃən,certification,6307,5,,1
16512,certifikovat,certify,sˈɜːɾᵻfˌaɪ,certify,6308,5,,1
16513,vyzývat,challenge,tʃˈælɪndʒ,challenge,6309,5,,1
16514,kancléř,chancellor,tʃˈænsɛlɚ,chancellor,6310,5,,1
16515,chaotický,chaotic,keɪˈɑːɾɪk,chaotic,6311,5,,1
16516,okouzlující,charming,tʃˈɑːɹmɪŋ,charming,6312,5,,1
16517,katastrofa,catastrophe,kɐtˈæstɹəfi,catastrophe,6313,5,,1
16518,katalyzátor,catalyst,kˈæɾɐlˌɪst,catalyst,6314,5,,1
16519,katalog,catalogue,kˈæɾɐlˌɑːɡ,catalogue,6315,5,,1
16520,náhodně,casually,kˈæʒuːəli,casually,6316,5,,1
16521,schopnost,capability,kˌeɪpəbˈɪlᵻɾi,capability,6317,5,,1
16522,titulek,caption,kˈæpʃən,caption,6318,5,,1
16523,zajatý,captive,kˈæptɪv,captive,6319,5,,1
16524,dělová koule,cannonball,kˈænənbˌɔːl,cannonball,6320,5,,1
16525,karavana,caravan,kˈæɹɐvˌæn,caravan,6321,5,,1
16526,uhlík,carbon,kˈɑːɹbən,carbon,6322,5,,1
16527,oxid uhličitý,carbon dioxide,kˈɑːɹbən daɪˈɑːksaɪd,carbon_dioxide,6323,5,,1
16528,uhlíková stopa,carbon footprint,kˈɑːɹbən fˈʊtpɹɪnt,carbon_footprint,6324,5,,1
16529,oxid uhelnatý,carbon monoxide,kˈɑːɹbən mʌnˈɑːksaɪd,carbon_monoxide,6325,5,,1
16530,lepenka,cardboard,kˈɑːɹdbɔːɹd,cardboard,6326,5,,1
16531,honit,chase,tʃˈeɪs,chase,6327,5,,1
16532,svetr,cardigan,kˈɑːɹdɪɡən,cardigan,6328,5,,1
16533,bezstarostný,carefree,kˈɛɹfɹiː,carefree,6329,5,,1
16534,veranda,porch,pˈɔːɹtʃ,porch,6330,5,,1
16535,pečující,caring,kˈɛɹɪŋ,caring,6331,5,,1
16536,karneval,carnival,kˈɑːɹnɪvəl,carnival,6332,5,,1
16537,spolujízda,carpool,kˈɑːɹpuːl,carpool,6333,5,,1
16538,kandidát,candidate,kˈændᵻdˌeɪt,candidate,6334,5,,1
16539,vyřezávat,carve,kˈɑːɹv,carve,6335,5,,1
16540,kaskáda,cascade,kɐskˈeɪd,cascade,6336,5,,1
16541,obsazení,cast,kˈæst,cast,6337,5,,1
16542,třtina,cane,kˈeɪn,cane,6338,5,,1
16543,podvádět,cheat,tʃˈiːt,cheat,6339,5,,1
16544,kontrolní bod,checkpoint,tʃˈɛkpɔɪnt,checkpoint,6340,5,,1
16545,drzý,cheeky,tʃˈiːki,cheeky,6341,5,,1
16546,klienta,client,klˈaɪənt,client,6342,5,,1
16547,klimatické změny,climate change,klˈaɪmət tʃˈeɪndʒ,climate_change,6343,5,,1
16548,skříň,cabinet,kˈæbᵻnət,cabinet,6344,5,,1
16549,dřevák,clog,klˈɑːɡ,clog,6345,5,,1
16550,uzavření,closure,klˈoʊʒɚ,closure,6346,5,,1
16551,vzrušení,buzz,bˈʌz,buzz,6347,5,,1
16552,oblečení,clothing,klˈoʊðɪŋ,clothing,6348,5,,1
16553,bzučet,buzz,bˈʌz,buzz,6349,5,,1
16554,nemotorný,clumsy,klˈʌmzi,clumsy,6350,5,,1
16555,kabel,cable,kˈeɪbəl,cable,6351,5,,1
16556,koučování,coaching,kˈoʊtʃɪŋ,coaching,6352,5,,1
16557,hrubý,coarse,kˈɔːɹs,coarse,6353,5,,1
16558,pobřežní čára,coastline,kˈoʊstlaɪn,coastline,6354,5,,1
16559,koktejl,cocktail,kˈɑːkteɪl,cocktail,6355,5,,1
16560,kakao,cocoa,kˈoʊkoʊ,cocoa,6356,5,,1
16561,kokos,coconut,kˈoʊkənˌʌt,coconut,6357,5,,1
16562,zmasakrovat,butcher,bˈʊtʃɚ,butcher,6358,5,,1
16563,soudržnost,coherence,koʊhˈɪɹəns,coherence,6359,5,,1
16564,koherentní,coherent,koʊhˈɪɹənt,coherent,6360,5,,1
16565,se shodovat,coincide,kˌoʊɪnsˈaɪd,coincide,6361,5,,1
16566,náhoda,coincidence,koʊˈɪnsɪdəns,coincidence,6362,5,,1
16567,koalice,coalition,kˌoʊəlˈɪʃən,coalition,6363,5,,1
16568,kolega,colleague,kˈɑːliːɡ,colleague,6364,5,,1
16569,úřednický,clerical,klˈɛɹɪkəl,clerical,6365,5,,1
16570,doložka,clause,klˈɔːz,clause,6366,5,,1
16571,vesele,cheerfully,tʃˈɪɹfəli,cheerfully,6367,5,,1
